Year,Median household income,zipcode
2018,15149,90021
2018,43366,90022
2018,41308,90023
2018,63306,90024
2018,83655,90025
2018,60820,90026
2018,64091,90027
2018,43998,90028
2018,39562,90029
2018,44343,90031
2018,50989,90032
2018,35548,90033
2018,71295,90034
2018,79534,90035
2018,80998,90036
2018,33856,90037
2018,39984,90038
2018,86031,90039
2018,46532,90040
2018,80547,90041
2018,59746,90042
2018,47500,90043
2018,34311,90044
2018,96812,90045
2018,67667,90046
2018,47477,90047
2018,95197,90048
2018,127658,90049
2018,86100,90056
2018,33861,90057
2018,20982,90058
2018,41995,90059
2018,39739,90061
2018,44835,90062
2018,46613,90063
2018,95865,90064
2018,63147,90065
2018,79088,90066
2018,129306,90067
2018,83756,90068
2018,92952,90069
2018,,90071
2018,,90073
2018,210833,90077
2018,,90079
2018,,90089
2018,,90090
2018,146325,90094
2018,,90095
2018,42255,90201
2018,143542,90210
2018,82212,90211
2018,93846,90212
2018,53988,90220
2018,48762,90221
2018,45689,90222
2018,80677,90230
2018,82164,90232
2018,82722,90240
2018,69308,90241
2018,66019,90242
2018,98813,90245
2018,51386,90247
2018,62179,90248
2018,59778,90249
2018,53303,90250
2018,137188,90254
2018,42581,90255
2018,62047,90260
2018,49801,90262
2018,,90263
2018,149202,90265
2018,150083,90266
2018,39760,90270
2018,194151,90272
2018,162163,90274
2018,133156,90275
2018,102281,90277
2018,118000,90278
2018,50246,90280
2018,118667,90290
2018,91779,90291
2018,109268,90292
2018,103874,90293
2018,44135,90301
2018,47863,90302
2018,50438,90303
2018,44574,90304
2018,74009,90305
2018,72872,90401
2018,147111,90402
2018,107335,90403
2018,75221,90404
2018,94446,90405
2018,70671,90501
2018,69824,90502
2018,90102,90503
2018,86563,90504
2018,96827,90505
2018,,90506
2018,74296,90601
2018,51237,90602
2018,98181,90603
2018,70877,90604
2018,75575,90605
2018,70640,90606
2018,88082,90620
2018,60799,90621
2018,99576,90623
2018,92073,90630
2018,79500,90631
2018,87429,90638
2018,53615,90640
2018,66453,90650
2018,65617,90660
2018,67500,90670
2018,58402,90680
2018,63792,90701
2018,98934,90703
2018,69828,90704
2018,55729,90706
2018,59817,90710
2018,91242,90712
2018,100132,90713
2018,72616,90715
2018,45150,90716
2018,69150,90717
2018,101484,90720
2018,53031,90723
2018,51161,90731
2018,99519,90732
2018,67970,90740
2018,81667,90742
2018,150208,90743
2018,47776,90744
2018,76551,90745
2018,84523,90746
2018,,90747
2018,75461,90755
2018,53358,90802
2018,87870,90803
2018,49860,90804
2018,49370,90805
2018,49962,90806
2018,77488,90807
2018,109918,90808
2018,58095,90810
2018,36075,90813
2018,69867,90814
2018,88710,90815
2018,,90822
2018,,90831
2018,98289,91001
2018,100730,91006
2018,80166,91007
2018,117955,91008
2018,72381,91010
2018,161450,91011
2018,74076,91016
2018,73839,91020
2018,96630,91024
2018,96692,91030
2018,81940,91040
2018,55507,91042
2018,28125,91046
2018,65592,91101
2018,69059,91103
2018,74011,91104
2018,122917,91105
2018,80291,91106
2018,95630,91107
2018,158884,91108
2018,58004,91201
2018,70841,91202
2018,55783,91203
2018,45245,91204
2018,43769,91205
2018,62915,91206
2018,88365,91207
2018,102950,91208
2018,159500,91210
2018,100625,91214
2018,121614,91301
2018,129145,91302
2018,55130,91303
2018,68282,91304
2018,67869,91306
2018,116803,91307
2018,86156,91311
2018,74611,91316
2018,115102,91320
2018,68831,91321
2018,75949,91324
2018,68642,91325
2018,112865,91326
2018,,91330
2018,60360,91331
2018,60413,91335
2018,53564,91340
2018,70106,91342
2018,62791,91343
2018,92286,91344
2018,75969,91345
2018,112664,91350
2018,80397,91351
2018,55177,91352
2018,126753,91354
2018,92707,91355
2018,74561,91356
2018,95852,91360
2018,121331,91361
2018,109934,91362
2018,103278,91364
2018,87699,91367
2018,,91371
2018,128622,91377
2018,128310,91381
2018,108102,91384
2018,90433,91387
2018,116298,91390
2018,54058,91401
2018,42857,91402
2018,95944,91403
2018,43548,91405
2018,55542,91406
2018,54555,91411
2018,83732,91423
2018,149423,91436
2018,70326,91501
2018,38147,91502
2018,75825,91504
2018,84651,91505
2018,79148,91506
2018,52607,91601
2018,81917,91602
2018,103470,91604
2018,47000,91605
2018,46397,91606
2018,62139,91607
2018,,91608
2018,94591,91701
2018,62514,91702
2018,62161,91706
2018,90612,91708
2018,104590,91709
2018,79592,91710
2018,97593,91711
2018,77459,91722
2018,64583,91723
2018,83598,91724
2018,69034,91730
2018,39383,91731
2018,51899,91732
2018,45519,91733
2018,105406,91737
2018,105221,91739
2018,82447,91740
2018,105874,91741
2018,66278,91744
2018,84224,91745
2018,68254,91746
2018,71000,91748
2018,86352,91750
2018,79181,91752
2018,60261,91754
2018,52624,91755
2018,52250,91759
2018,71727,91761
2018,56881,91762
2018,58094,91763
2018,56168,91764
2018,97968,91765
2018,55785,91766
2018,57521,91767
2018,51149,91768
2018,53506,91770
2018,84355,91773
2018,82598,91775
2018,54131,91776
2018,68456,91780
2018,118916,91784
2018,58649,91786
2018,99398,91789
2018,79926,91790
2018,80890,91791
2018,77333,91792
2018,55832,91801
2018,60394,91803
2018,92287,91901
2018,95330,91902
2018,34911,91905
2018,47227,91906
2018,61922,91910
2018,58598,91911
2018,96617,91913
2018,133730,91914
2018,112083,91915
2018,98235,91916
2018,85096,91917
2018,,91931
2018,51838,91932
2018,,91934
2018,100534,91935
2018,86791,91941
2018,61628,91942
2018,62698,91945
2018,,91948
2018,45712,91950
2018,107390,91962
2018,,91963
2018,64173,91977
2018,72933,91978
2018,,91980
2018,77208,92003
2018,38856,92004
2018,106811,92007
2018,85980,92008
2018,126348,92009
2018,102095,92010
2018,114691,92011
2018,140625,92014
2018,82261,92019
2018,55666,92020
2018,56863,92021
2018,114131,92024
2018,60042,92025
2018,71597,92026
2018,63904,92027
2018,69620,92028
2018,90278,92029
2018,52451,92036
2018,105904,92037
2018,74918,92040
2018,60017,92054
2018,,92055
2018,77751,92056
2018,72633,92057
2018,46010,92058
2018,94399,92059
2018,,92060
2018,44325,92061
2018,105788,92064
2018,89750,92065
2018,59688,92066
2018,163281,92067
2018,69625,92069
2018,47583,92070
2018,83712,92071
2018,105027,92075
2018,79673,92078
2018,76134,92081
2018,83788,92082
2018,63262,92083
2018,66099,92084
2018,37333,92086
2018,141818,92091
2018,66202,92101
2018,47467,92102
2018,77551,92103
2018,64157,92104
2018,40947,92105
2018,102250,92106
2018,82522,92107
2018,72170,92108
2018,77774,92109
2018,68368,92110
2018,69442,92111
2018,36787,92113
2018,64390,92114
2018,48442,92115
2018,67461,92116
2018,77621,92117
2018,101520,92118
2018,84191,92119
2018,91947,92120
2018,106688,92121
2018,80232,92122
2018,78880,92123
2018,89080,92124
2018,93994,92126
2018,134769,92127
2018,97952,92128
2018,121357,92129
2018,149344,92130
2018,128653,92131
2018,,92132
2018,,92134
2018,,92135
2018,64510,92139
2018,,92140
2018,162700,92145
2018,,92147
2018,64942,92154
2018,,92155
2018,42561,92173
2018,42757,92201
2018,67739,92203
2018,99871,92210
2018,62043,92211
2018,41144,92220
2018,,92222
2018,73588,92223
2018,41886,92225
2018,43460,92227
2018,48284,92230
2018,40759,92231
2018,35230,92233
2018,46367,92234
2018,34222,92236
2018,40000,92239
2018,36067,92240
2018,30532,92241
2018,29063,92242
2018,46648,92243
2018,44293,92249
2018,53042,92250
2018,84544,92251
2018,37632,92252
2018,81193,92253
2018,24755,92254
2018,50515,92256
2018,21250,92257
2018,,92258
2018,31786,92259
2018,54099,92260
2018,49229,92262
2018,50795,92264
2018,28125,92266
2018,,92267
2018,47500,92268
2018,71227,92270
2018,27054,92273
2018,27779,92274
2018,27794,92275
2018,44970,92276
2018,40903,92277
2018,41912,92278
2018,,92280
2018,35809,92281
2018,37177,92282
2018,23413,92283
2018,41989,92284
2018,31458,92285
2018,38591,92301
2018,,92304
2018,53854,92305
2018,58819,92307
2018,49098,92308
2018,38750,92309
2018,53333,92310
2018,42409,92311
2018,67034,92313
2018,51752,92314
2018,51083,92315
2018,55603,92316
2018,52983,92320
2018,62171,92321
2018,29750,92322
2018,51105,92324
2018,57153,92325
2018,27917,92327
2018,34375,92328
2018,,92332
2018,74706,92333
2018,50730,92335
2018,90172,92336
2018,77087,92337
2018,,92338
2018,60625,92339
2018,,92341
2018,75109,92342
2018,82229,92344
2018,50836,92345
2018,61823,92346
2018,45168,92347
2018,79340,92352
2018,54850,92354
2018,30513,92356
2018,41100,92358
2018,62306,92359
2018,31958,92363
2018,,92364
2018,55729,92365
2018,32545,92368
2018,55153,92371
2018,50964,92372
2018,69818,92373
2018,71297,92374
2018,52618,92376
2018,83384,92377
2018,78571,92378
2018,58073,92382
2018,167500,92384
2018,49464,92385
2018,40714,92386
2018,27625,92389
2018,43523,92391
2018,57885,92392
2018,53636,92394
2018,47921,92395
2018,61496,92397
2018,54073,92398
2018,63984,92399
2018,23295,92401
2018,44474,92404
2018,39681,92405
2018,63171,92407
2018,39472,92408
2018,30072,92410
2018,40539,92411
2018,56239,92501
2018,66579,92503
2018,62699,92504
2018,64505,92505
2018,91216,92506
2018,48872,92507
2018,104668,92508
2018,66232,92509
2018,74741,92518
2018,55399,92530
2018,85181,92532
2018,53107,92536
2018,42370,92539
2018,33197,92543
2018,49793,92544
2018,46910,92545
2018,44717,92548
2018,68977,92549
2018,61938,92551
2018,50741,92553
2018,84612,92555
2018,70234,92557
2018,71343,92561
2018,89002,92562
2018,90906,92563
2018,68086,92567
2018,52325,92570
2018,61780,92571
2018,70578,92582
2018,42931,92583
2018,88201,92584
2018,73417,92585
2018,39780,92586
2018,80156,92587
2018,70865,92590
2018,83189,92591
2018,101676,92592
2018,74735,92595
2018,101327,92596
2018,105433,92602
2018,131196,92603
2018,105108,92604
2018,96588,92606
2018,131845,92610
2018,79366,92612
2018,97742,92614
2018,39135,92617
2018,101822,92618
2018,110483,92620
2018,97976,92624
2018,140232,92625
2018,84968,92626
2018,71776,92627
2018,100243,92629
2018,92552,92630
2018,41928,92637
2018,96915,92646
2018,80218,92647
2018,93413,92648
2018,97459,92649
2018,126469,92651
2018,99078,92653
2018,42342,92655
2018,108288,92656
2018,204688,92657
2018,122222,92660
2018,106673,92661
2018,106143,92662
2018,103965,92663
2018,81347,92672
2018,147747,92673
2018,88692,92675
2018,103935,92676
2018,103322,92677
2018,90962,92678
2018,162447,92679
2018,61813,92683
2018,108876,92688
2018,113280,92691
2018,114167,92692
2018,166262,92694
2018,46728,92701
2018,57186,92703
2018,65645,92704
2018,101711,92705
2018,64102,92706
2018,73648,92707
2018,84509,92708
2018,70536,92780
2018,112204,92782
2018,60554,92801
2018,58944,92802
2018,61611,92804
2018,63691,92805
2018,68272,92806
2018,107390,92807
2018,124466,92808
2018,89970,92821
2018,144325,92823
2018,65948,92831
2018,61208,92832
2018,74578,92833
2018,102929,92835
2018,68233,92840
2018,59882,92841
2018,60232,92843
2018,57126,92844
2018,99063,92845
2018,96214,92860
2018,146417,92861
2018,101643,92865
2018,72846,92866
2018,90233,92867
2018,65217,92868
2018,102536,92869
2018,89360,92870
2018,66638,92879
2018,105087,92880
2018,98861,92881
2018,75804,92882
2018,106403,92883
2018,123737,92886
2018,142615,92887
2018,65884,93001
2018,77185,93003
2018,82240,93004
2018,92045,93010
2018,103043,93012
2018,77711,93013
2018,67882,93015
2018,104483,93021
2018,75500,93022
2018,72670,93023
2018,68543,93030
2018,61698,93033
2018,86630,93035
2018,70173,93036
2018,49853,93040
2018,63103,93041
2018,,93042
2018,88333,93043
2018,58352,93060
2018,89341,93063
2018,,93064
2018,98946,93065
2018,101827,93066
2018,57788,93067
2018,56697,93101
2018,90986,93103
2018,91966,93105
2018,139130,93108
2018,96799,93109
2018,81429,93110
2018,106750,93111
2018,62547,93117
2018,31154,93201
2018,48302,93202
2018,38836,93203
2018,41709,93204
2018,22746,93205
2018,36172,93206
2018,18846,93207
2018,,93208
2018,59302,93210
2018,38075,93212
2018,41877,93215
2018,24583,93218
2018,29176,93219
2018,,93220
2018,50469,93221
2018,60742,93222
2018,38360,93223
2018,43250,93224
2018,43021,93225
2018,44464,93226
2018,59904,93230
2018,24412,93234
2018,33441,93235
2018,,93238
2018,29145,93239
2018,42758,93240
2018,39463,93241
2018,44741,93242
2018,40595,93243
2018,67625,93244
2018,57314,93245
2018,34309,93247
2018,35094,93249
2018,35112,93250
2018,45500,93251
2018,30526,93252
2018,54444,93254
2018,23333,93255
2018,27611,93256
2018,41048,93257
2018,28387,93258
2018,40521,93260
2018,20845,93261
2018,,93262
2018,42953,93263
2018,59191,93265
2018,46107,93266
2018,32319,93267
2018,46289,93268
2018,37697,93270
2018,70972,93271
2018,34706,93272
2018,52096,93274
2018,27361,93276
2018,57596,93277
2018,37770,93280
2018,34611,93283
2018,30665,93285
2018,42489,93286
2018,92083,93287
2018,57223,93291
2018,54832,93292
2018,35412,93301
2018,38102,93304
2018,31454,93305
2018,53254,93306
2018,38891,93307
2018,43659,93308
2018,50742,93309
2018,95293,93311
2018,97311,93312
2018,72946,93313
2018,108767,93314
2018,65846,93401
2018,75302,93402
2018,45611,93405
2018,,93410
2018,83210,93420
2018,82548,93422
2018,71090,93424
2018,81917,93426
2018,82917,93427
2018,69766,93428
2018,49286,93429
2018,63373,93430
2018,90321,93432
2018,68333,93433
2018,45361,93434
2018,59375,93436
2018,63777,93437
2018,71433,93440
2018,101964,93441
2018,68115,93442
2018,83222,93444
2018,64541,93445
2018,65694,93446
2018,88003,93449
2018,51250,93450
2018,63401,93451
2018,,93452
2018,43186,93453
2018,62015,93454
2018,84404,93455
2018,53890,93458
2018,92557,93460
2018,56208,93461
2018,81914,93463
2018,84366,93465
2018,32109,93501
2018,48312,93505
2018,102563,93510
2018,45481,93512
2018,57813,93513
2018,57027,93514
2018,46739,93516
2018,60878,93517
2018,36298,93518
2018,,93519
2018,,93522
2018,63274,93523
2018,,93524
2018,41625,93526
2018,72595,93527
2018,,93528
2018,,93529
2018,,93530
2018,135917,93531
2018,62932,93532
2018,39906,93534
2018,43929,93535
2018,75380,93536
2018,,93541
2018,48542,93543
2018,44156,93544
2018,43859,93545
2018,66500,93546
2018,61875,93549
2018,41675,93550
2018,92500,93551
2018,63261,93552
2018,57833,93553
2018,,93554
2018,64431,93555
2018,,93558
2018,56274,93560
2018,63288,93561
2018,34643,93562
2018,82656,93563
2018,46258,93591
2018,63194,93592
2018,59278,93601
2018,65231,93602
2018,28828,93603
2018,84186,93604
2018,91250,93605
2018,30855,93606
2018,39844,93608
2018,41569,93609
2018,48694,93610
2018,87379,93611
2018,42664,93612
2018,64722,93614
2018,36311,93615
2018,35066,93616
2018,42665,93618
2018,118010,93619
2018,42484,93620
2018,42353,93621
2018,42399,93622
2018,108092,93623
2018,32167,93624
2018,55588,93625
2018,82500,93626
2018,,93627
2018,,93628
2018,46311,93630
2018,65466,93631
2018,,93633
2018,,93634
2018,52664,93635
2018,80074,93636
2018,52207,93637
2018,41129,93638
2018,29962,93640
2018,,93641
2018,60445,93643
2018,52597,93644
2018,,93645
2018,26413,93646
2018,36884,93647
2018,33117,93648
2018,33100,93650
2018,108594,93651
2018,37313,93652
2018,70370,93653
2018,46839,93654
2018,50902,93656
2018,53624,93657
2018,32627,93660
2018,42305,93662
2018,102222,93664
2018,37018,93665
2018,,93666
2018,76719,93667
2018,45074,93668
2018,35833,93669
2018,39643,93673
2018,72000,93675
2018,21820,93701
2018,26580,93702
2018,31209,93703
2018,56769,93704
2018,38105,93705
2018,30433,93706
2018,49882,93710
2018,71825,93711
2018,84614,93720
2018,26885,93721
2018,56028,93722
2018,82708,93723
2018,43469,93725
2018,38435,93726
2018,54491,93727
2018,34667,93728
2018,114171,93730
2018,60060,93901
2018,49659,93905
2018,65203,93906
2018,76360,93907
2018,135606,93908
2018,53690,93920
2018,91313,93921
2018,95644,93923
2018,103426,93924
2018,53222,93925
2018,57246,93926
2018,55788,93927
2018,,93928
2018,48141,93930
2018,37273,93932
2018,64921,93933
2018,81807,93940
2018,,93943
2018,81710,93950
2018,138542,93953
2018,58500,93954
2018,61445,93955
2018,58981,93960
2018,117593,93962
2018,134529,94002
2018,110372,94005
2018,144281,94010
2018,88942,94014
2018,90972,94015
2018,122959,94019
2018,116705,94020
2018,,94021
2018,216042,94022
2018,237454,94024
2018,151279,94025
2018,250000,94027
2018,220625,94028
2018,120533,94030
2018,90066,94037
2018,144327,94038
2018,129188,94040
2018,129444,94041
2018,125916,94043
2018,115602,94044
2018,111379,94060
2018,105513,94061
2018,158269,94062
2018,71458,94063
2018,161719,94065
2018,102081,94066
2018,172048,94070
2018,121290,94074
2018,96927,94080
2018,116332,94085
2018,129112,94086
2018,153036,94087
2018,112750,94089
2018,41835,94102
2018,57015,94103
2018,52679,94104
2018,213009,94105
2018,150451,94107
2018,62173,94108
2018,88593,94109
2018,123576,94110
2018,110455,94111
2018,89355,94112
2018,155551,94114
2018,114819,94115
2018,107619,94116
2018,152071,94117
2018,110216,94118
2018,95036,94121
2018,109607,94122
2018,148276,94123
2018,56607,94124
2018,158162,94127
2018,,94128
2018,184035,94129
2018,59063,94130
2018,137762,94131
2018,74187,94132
2018,66811,94133
2018,76229,94134
2018,153077,94158
2018,153733,94301
2018,103680,94303
2018,127731,94304
2018,54653,94305
2018,142438,94306
2018,89176,94401
2018,155078,94402
2018,123968,94403
2018,143109,94404
2018,89769,94501
2018,140463,94502
2018,98247,94503
2018,114977,94505
2018,205121,94506
2018,226450,94507
2018,87422,94508
2018,60821,94509
2018,98940,94510
2018,38801,94511
2018,,94512
2018,103128,94513
2018,68958,94514
2018,84000,94515
2018,86250,94516
2018,143591,94517
2018,93085,94518
2018,85906,94519
2018,57252,94520
2018,97011,94521
2018,109161,94523
2018,74534,94525
2018,142426,94526
2018,140496,94528
2018,99954,94530
2018,97104,94531
2018,67442,94533
2018,110761,94534
2018,64888,94535
2018,116609,94536
2018,106139,94538
2018,170358,94539
2018,74552,94541
2018,108438,94542
2018,74896,94544
2018,83132,94545
2018,91513,94546
2018,110476,94547
2018,109453,94548
2018,159583,94549
2018,128466,94550
2018,113305,94551
2018,151667,94552
2018,96997,94553
2018,142135,94555
2018,150372,94556
2018,88765,94558
2018,73408,94559
2018,108181,94560
2018,93515,94561
2018,208640,94563
2018,90596,94564
2018,67772,94565
2018,153684,94566
2018,57250,94567
2018,140864,94568
2018,153750,94569
2018,66911,94571
2018,69491,94572
2018,,94573
2018,89095,94574
2018,,94575
2018,,94576
2018,75121,94577
2018,58120,94578
2018,79907,94579
2018,90946,94580
2018,156824,94582
2018,146696,94583
2018,78750,94585
2018,125568,94586
2018,105448,94587
2018,143903,94588
2018,64860,94589
2018,49558,94590
2018,80888,94591
2018,126389,94592
2018,73783,94595
2018,101259,94596
2018,105370,94597
2018,148313,94598
2018,64545,94599
2018,46830,94601
2018,90661,94602
2018,50742,94603
2018,69087,94605
2018,53108,94606
2018,50149,94607
2018,82753,94608
2018,80026,94609
2018,96681,94610
2018,124483,94611
2018,51006,94612
2018,,94613
2018,156116,94618
2018,85855,94619
2018,38591,94621
2018,78289,94702
2018,77259,94703
2018,31379,94704
2018,121219,94705
2018,91588,94706
2018,149081,94707
2018,160938,94708
2018,71175,94709
2018,67250,94710
2018,250000,94720
2018,51516,94801
2018,85266,94803
2018,55903,94804
2018,78740,94805
2018,59564,94806
2018,,94850
2018,87495,94901
2018,102947,94903
2018,129727,94904
2018,166313,94920
2018,,94922
2018,86802,94923
2018,59167,94924
2018,147587,94925
2018,66621,94928
2018,117813,94929
2018,105100,94930
2018,76497,94931
2018,79028,94933
2018,82903,94937
2018,88636,94938
2018,107055,94939
2018,91688,94940
2018,145602,94941
2018,106425,94945
2018,103750,94946
2018,102748,94947
2018,89871,94949
2018,70547,94950
2018,94126,94951
2018,84772,94952
2018,90911,94954
2018,68651,94956
2018,250000,94957
2018,130016,94960
2018,116250,94963
2018,,94964
2018,103424,94965
2018,120882,94970
2018,106000,94971
2018,,94972
2018,72135,94973
2018,91667,95002
2018,96600,95003
2018,106047,95004
2018,87168,95005
2018,90130,95006
2018,,95007
2018,115453,95008
2018,80011,95010
2018,54333,95012
2018,67708,95013
2018,160801,95014
2018,63333,95017
2018,102163,95018
2018,46038,95019
2018,95829,95020
2018,83305,95023
2018,197647,95030
2018,135833,95032
2018,162308,95033
2018,125055,95035
2018,120864,95037
2018,41551,95039
2018,56667,95041
2018,74205,95043
2018,77644,95045
2018,113187,95046
2018,88872,95050
2018,125520,95051
2018,,95053
2018,148011,95054
2018,71485,95060
2018,74061,95062
2018,46375,95064
2018,92225,95065
2018,106113,95066
2018,177041,95070
2018,88667,95073
2018,68125,95075
2018,63979,95076
2018,87634,95110
2018,69039,95111
2018,63500,95112
2018,122120,95113
2018,60855,95116
2018,91347,95117
2018,107701,95118
2018,118090,95119
2018,185800,95120
2018,102728,95121
2018,73388,95122
2018,112946,95123
2018,143425,95124
2018,116708,95125
2018,92788,95126
2018,92419,95127
2018,88007,95128
2018,144333,95129
2018,120639,95130
2018,121567,95131
2018,111623,95132
2018,82487,95133
2018,139558,95134
2018,142531,95135
2018,104909,95136
2018,173286,95138
2018,135089,95139
2018,71563,95140
2018,129984,95148
2018,14484,95202
2018,41452,95203
2018,48062,95204
2018,35544,95205
2018,48908,95206
2018,44103,95207
2018,78883,95209
2018,43587,95210
2018,,95211
2018,88178,95212
2018,45501,95215
2018,83194,95219
2018,74583,95220
2018,52289,95222
2018,59330,95223
2018,32961,95224
2018,66417,95225
2018,,95226
2018,92938,95227
2018,80706,95228
2018,85299,95230
2018,41445,95231
2018,56579,95232
2018,70625,95233
2018,,95234
2018,74184,95236
2018,56190,95237
2018,46309,95240
2018,68611,95242
2018,49549,95245
2018,40997,95246
2018,49162,95247
2018,28750,95248
2018,35745,95249
2018,,95250
2018,58547,95251
2018,77188,95252
2018,100795,95254
2018,34444,95255
2018,51193,95257
2018,88630,95258
2018,57322,95301
2018,58542,95303
2018,88152,95304
2018,,95305
2018,45705,95306
2018,54405,95307
2018,37929,95310
2018,44107,95311
2018,62688,95312
2018,48063,95313
2018,,95314
2018,55795,95315
2018,67012,95316
2018,39464,95317
2018,,95318
2018,31512,95319
2018,68326,95320
2018,52297,95321
2018,53737,95322
2018,65000,95323
2018,62022,95324
2018,,95325
2018,74777,95326
2018,52656,95327
2018,54806,95328
2018,60556,95329
2018,81339,95330
2018,48785,95333
2018,52284,95334
2018,40893,95335
2018,62362,95336
2018,80351,95337
2018,51833,95338
2018,56089,95340
2018,37105,95341
2018,51563,95345
2018,65365,95346
2018,45195,95348
2018,49832,95350
2018,40819,95351
2018,49358,95354
2018,65854,95355
2018,69334,95356
2018,65933,95357
2018,59708,95358
2018,60586,95360
2018,62921,95361
2018,66578,95363
2018,,95364
2018,39808,95365
2018,84201,95366
2018,67746,95367
2018,73073,95368
2018,48750,95369
2018,55676,95370
2018,76667,95372
2018,49938,95374
2018,,95375
2018,76261,95376
2018,105120,95377
2018,62179,95379
2018,45901,95380
2018,69720,95382
2018,64338,95383
2018,51429,95385
2018,58529,95386
2018,39952,95387
2018,44646,95388
2018,63214,95389
2018,130476,95391
2018,66633,95401
2018,73985,95403
2018,77127,95404
2018,84354,95405
2018,59971,95407
2018,74333,95409
2018,47422,95410
2018,70536,95412
2018,40878,95415
2018,63625,95417
2018,102607,95420
2018,55833,95421
2018,29069,95422
2018,44611,95423
2018,69153,95425
2018,82219,95426
2018,24125,95427
2018,37031,95428
2018,54643,95429
2018,,95430
2018,,95431
2018,44063,95432
2018,,95435
2018,63556,95436
2018,45833,95437
2018,52500,95439
2018,86154,95441
2018,114879,95442
2018,16250,95443
2018,62685,95444
2018,56227,95445
2018,61161,95446
2018,89719,95448
2018,46111,95449
2018,58958,95450
2018,51469,95451
2018,87961,95452
2018,45763,95453
2018,34699,95454
2018,44261,95456
2018,48260,95457
2018,41579,95458
2018,50972,95459
2018,64464,95460
2018,42250,95461
2018,45588,95462
2018,61513,95463
2018,45246,95464
2018,58778,95465
2018,60139,95466
2018,63384,95467
2018,48365,95468
2018,52650,95469
2018,62600,95470
2018,,95471
2018,87716,95472
2018,76151,95476
2018,50000,95482
2018,37102,95485
2018,,95486
2018,57452,95488
2018,42292,95490
2018,99521,95492
2018,62760,95493
2018,,95494
2018,78350,95497
2018,42500,95501
2018,51462,95503
2018,,95511
2018,58333,95514
2018,52758,95519
2018,36051,95521
2018,73531,95524
2018,46653,95525
2018,30000,95526
2018,42396,95527
2018,56250,95528
2018,46282,95531
2018,51424,95536
2018,,95537
2018,46302,95540
2018,31055,95542
2018,35855,95543
2018,,95545
2018,34375,95546
2018,55577,95547
2018,36125,95548
2018,70469,95549
2018,,95550
2018,53077,95551
2018,27056,95552
2018,,95553
2018,62639,95554
2018,32083,95555
2018,39300,95556
2018,40000,95558
2018,2500,95559
2018,78566,95560
2018,37108,95562
2018,,95563
2018,41250,95564
2018,39115,95565
2018,50938,95567
2018,45769,95568
2018,47609,95569
2018,51406,95570
2018,31458,95571
2018,49306,95573
2018,22222,95585
2018,,95587
2018,51250,95589
2018,47500,95595
2018,,95601
2018,73485,95602
2018,66272,95603
2018,75729,95604
2018,45456,95605
2018,54152,95606
2018,68990,95607
2018,61437,95608
2018,58780,95610
2018,79750,95612
2018,97407,95614
2018,58231,95615
2018,52827,95616
2018,92531,95618
2018,67632,95619
2018,78079,95620
2018,59693,95621
2018,63160,95623
2018,91971,95624
2018,58371,95625
2018,73355,95626
2018,66169,95627
2018,81235,95628
2018,75852,95629
2018,109942,95630
2018,79000,95631
2018,74190,95632
2018,74362,95633
2018,54013,95634
2018,57899,95635
2018,49981,95636
2018,51641,95637
2018,81500,95638
2018,59226,95639
2018,67635,95640
2018,36932,95641
2018,54004,95642
2018,40500,95645
2018,60875,95646
2018,81267,95648
2018,93783,95650
2018,80926,95651
2018,51250,95652
2018,58646,95653
2018,89107,95655
2018,82781,95658
2018,64375,95659
2018,45328,95660
2018,83289,95661
2018,77993,95662
2018,98393,95663
2018,71921,95664
2018,69265,95665
2018,57813,95666
2018,69443,95667
2018,64375,95668
2018,70417,95669
2018,64784,95670
2018,102750,95672
2018,62604,95673
2018,83654,95674
2018,37772,95675
2018,87014,95677
2018,70060,95678
2018,,95679
2018,,95680
2018,53362,95681
2018,87743,95682
2018,107395,95683
2018,60163,95684
2018,61270,95685
2018,41094,95686
2018,81586,95687
2018,88053,95688
2018,56146,95689
2018,56850,95690
2018,73086,95691
2018,72555,95692
2018,100679,95693
2018,82620,95694
2018,62380,95695
2018,69688,95697
2018,,95698
2018,,95699
2018,71058,95701
2018,82794,95703
2018,76472,95709
2018,64176,95713
2018,46705,95714
2018,50250,95715
2018,54643,95717
2018,43750,95720
2018,,95721
2018,98295,95722
2018,,95724
2018,62699,95726
2018,,95728
2018,151250,95735
2018,,95736
2018,126348,95742
2018,135360,95746
2018,103895,95747
2018,101823,95757
2018,79885,95758
2018,132470,95762
2018,106554,95765
2018,77699,95776
2018,52145,95811
2018,35264,95814
2018,31467,95815
2018,65292,95816
2018,45410,95817
2018,80938,95818
2018,104414,95819
2018,50031,95820
2018,42290,95821
2018,54552,95822
2018,44981,95823
2018,33986,95824
2018,37956,95825
2018,62527,95826
2018,56064,95827
2018,51229,95828
2018,86483,95829
2018,80278,95830
2018,75632,95831
2018,44811,95832
2018,60455,95833
2018,63228,95834
2018,96743,95835
2018,242557,95837
2018,44849,95838
2018,47215,95841
2018,50412,95842
2018,78102,95843
2018,101446,95864
2018,49759,95901
2018,45250,95903
2018,,95910
2018,68590,95912
2018,,95914
2018,,95915
2018,32273,95916
2018,57917,95917
2018,79152,95918
2018,46995,95919
2018,46250,95920
2018,59531,95922
2018,,95923
2018,22669,95925
2018,45782,95926
2018,47599,95928
2018,,95930
2018,50551,95932
2018,,95934
